transaction_id,material_id,plant_id,warehouse_id,transaction_type,quantity,transaction_date,reference_doc
TXN-001506,MAT-00112,PLT-US-01,WH-01,Goods Receipt,87,2026-06-25,PO-00046
TXN-002072,MAT-00021,PLT-DE-02,WH-04,Goods Issue,-224,2026-06-25,PO-PROD-00031
TXN-000475,MAT-00094,PLT-IN-03,WH-07,Goods Issue,-223,2026-06-25,PO-PROD-00188
TXN-000477,MAT-00401,PLT-DE-02,WH-04,Transfer,55,2026-06-25,PO-PROD-00165
TXN-000463,MAT-00315,PLT-DE-02,WH-04,Goods Issue,-262,2026-06-25,PO-PROD-00133
TXN-001179,MAT-00388,PLT-US-01,WH-01,Goods Issue,-61,2026-06-25,PO-PROD-00143
TXN-000133,MAT-00070,PLT-US-01,WH-01,Goods Receipt,175,2026-06-25,PO-00017
TXN-001185,MAT-00441,PLT-US-01,WH-01,Goods Issue,-234,2026-06-25,PO-PROD-00168
TXN-001318,MAT-00414,PLT-IN-03,WH-07,Goods Receipt,163,2026-06-25,PO-00058
TXN-000506,MAT-00105,PLT-DE-02,WH-04,Goods Issue,-77,2026-06-25,PO-PROD-00056
TXN-000220,MAT-00254,PLT-IN-03,WH-07,Goods Issue,-290,2026-06-25,PO-PROD-00106
TXN-003143,MAT-00102,PLT-DE-02,WH-04,Goods Issue,-231,2026-06-25,PO-PROD-00101
TXN-002614,MAT-00215,PLT-IN-03,WH-07,Goods Receipt,235,2026-06-25,PO-00125
TXN-002697,MAT-00211,PLT-DE-02,WH-04,Goods Issue,-75,2026-06-25,PO-PROD-00041
TXN-000864,MAT-00238,PLT-IN-03,WH-07,Adjustment,98,2026-06-25,PO-PROD-00130
TXN-000523,MAT-00086,PLT-DE-02,WH-04,Goods Receipt,51,2026-06-25,PO-00093
TXN-001542,MAT-00198,PLT-US-01,WH-01,Goods Issue,-107,2026-06-25,PO-PROD-00111
TXN-003090,MAT-00180,PLT-DE-02,WH-04,Adjustment,62,2026-06-25,PO-PROD-00192
TXN-001359,MAT-00398,PLT-DE-02,WH-04,Goods Issue,-27,2026-06-25,PO-PROD-00112
TXN-002608,MAT-00116,PLT-US-01,WH-01,Goods Receipt,285,2026-06-25,PO-00034
TXN-000309,MAT-00235,PLT-US-01,WH-01,Transfer,41,2026-06-26,PO-PROD-00018
TXN-002873,MAT-00067,PLT-IN-03,WH-07,Transfer,247,2026-06-26,PO-PROD-00169
TXN-002856,MAT-00113,PLT-IN-03,WH-07,Goods Issue,-81,2026-06-26,PO-PROD-00039
TXN-000622,MAT-00040,PLT-IN-03,WH-07,Goods Issue,-165,2026-06-26,PO-PROD-00186
TXN-001354,MAT-00351,PLT-IN-03,WH-07,Goods Issue,-97,2026-06-26,PO-PROD-00157
TXN-002496,MAT-00384,PLT-IN-03,WH-07,Goods Issue,-7,2026-06-26,PO-PROD-00159
TXN-002888,MAT-00099,PLT-DE-02,WH-04,Goods Receipt,156,2026-06-26,PO-00141
TXN-002845,MAT-00410,PLT-IN-03,WH-07,Goods Receipt,87,2026-06-26,PO-00132
TXN-000544,MAT-00273,PLT-US-01,WH-01,Goods Receipt,212,2026-06-26,PO-00010
TXN-000542,MAT-00394,PLT-IN-03,WH-07,Goods Receipt,249,2026-06-26,PO-00140
TXN-001003,MAT-00334,PLT-IN-03,WH-07,Adjustment,272,2026-06-26,PO-PROD-00087
TXN-000630,MAT-00009,PLT-US-01,WH-01,Transfer,277,2026-06-26,PO-PROD-00070
TXN-002793,MAT-00006,PLT-DE-02,WH-04,Goods Issue,-193,2026-06-26,PO-PROD-00140
TXN-001648,MAT-00162,PLT-IN-03,WH-07,Goods Receipt,296,2026-06-26,PO-00112
TXN-002265,MAT-00223,PLT-IN-03,WH-07,Goods Issue,-215,2026-06-26,PO-PROD-00090
TXN-001656,MAT-00379,PLT-IN-03,WH-07,Goods Issue,-90,2026-06-26,PO-PROD-00147
TXN-000760,MAT-00078,PLT-IN-03,WH-07,Goods Issue,-77,2026-06-26,PO-PROD-00060
TXN-002241,MAT-00373,PLT-DE-02,WH-04,Adjustment,186,2026-06-26,PO-PROD-00110
TXN-002228,MAT-00340,PLT-US-01,WH-01,Goods Issue,-221,2026-06-26,PO-PROD-00146
TXN-002223,MAT-00244,PLT-DE-02,WH-04,Goods Issue,-164,2026-06-26,PO-PROD-00093
TXN-003011,MAT-00351,PLT-IN-03,WH-07,Goods Receipt,296,2026-06-26,PO-00062
TXN-002324,MAT-00388,PLT-US-01,WH-01,Goods Issue,-108,2026-06-26,PO-PROD-00128
TXN-000288,MAT-00235,PLT-US-01,WH-01,Goods Receipt,54,2026-06-26,PO-00086
TXN-000231,MAT-00411,PLT-DE-02,WH-04,Goods Issue,-272,2026-06-26,PO-PROD-00061
TXN-000230,MAT-00162,PLT-US-01,WH-01,Goods Receipt,269,2026-06-26,PO-00108
TXN-002137,MAT-00104,PLT-IN-03,WH-07,Goods Receipt,17,2026-06-26,PO-00073
TXN-002051,MAT-00416,PLT-DE-02,WH-04,Adjustment,180,2026-06-26,PO-PROD-00214
TXN-000933,MAT-00172,PLT-DE-02,WH-04,Goods Issue,-112,2026-06-26,PO-PROD-00032
TXN-000936,MAT-00078,PLT-US-01,WH-01,Goods Issue,-42,2026-06-26,PO-PROD-00051
TXN-001977,MAT-00382,PLT-US-01,WH-01,Adjustment,288,2026-06-26,PO-PROD-00203
TXN-002969,MAT-00442,PLT-DE-02,WH-04,Goods Receipt,246,2026-06-26,PO-00121
TXN-002725,MAT-00408,PLT-DE-02,WH-04,Goods Receipt,23,2026-06-26,PO-00080
TXN-001712,MAT-00433,PLT-US-01,WH-01,Goods Receipt,190,2026-06-26,PO-00077
TXN-002905,MAT-00075,PLT-IN-03,WH-07,Goods Issue,-148,2026-06-26,PO-PROD-00130
TXN-002179,MAT-00477,PLT-US-01,WH-01,Goods Issue,-37,2026-06-26,PO-PROD-00169
TXN-002385,MAT-00406,PLT-IN-03,WH-07,Goods Issue,-102,2026-06-26,PO-PROD-00108
TXN-002440,MAT-00419,PLT-DE-02,WH-04,Goods Issue,-240,2026-06-26,PO-PROD-00108
TXN-002257,MAT-00189,PLT-US-01,WH-01,Goods Receipt,268,2026-06-27,PO-00123
TXN-002395,MAT-00265,PLT-DE-02,WH-04,Goods Receipt,20,2026-06-27,PO-00147
TXN-001158,MAT-00156,PLT-DE-02,WH-04,Goods Receipt,43,2026-06-27,PO-00077
TXN-000790,MAT-00228,PLT-US-01,WH-01,Goods Receipt,129,2026-06-27,PO-00063
TXN-001370,MAT-00015,PLT-DE-02,WH-04,Goods Receipt,199,2026-06-27,PO-00072
TXN-001698,MAT-00457,PLT-IN-03,WH-07,Adjustment,103,2026-06-27,PO-PROD-00026
TXN-000655,MAT-00054,PLT-IN-03,WH-07,Transfer,155,2026-06-27,PO-PROD-00215
TXN-002924,MAT-00049,PLT-US-01,WH-01,Goods Receipt,158,2026-06-27,PO-00071
TXN-002160,MAT-00436,PLT-US-01,WH-01,Goods Issue,-16,2026-06-27,PO-PROD-00192
TXN-001855,MAT-00115,PLT-DE-02,WH-04,Goods Receipt,237,2026-06-27,PO-00072
TXN-001450,MAT-00461,PLT-US-01,WH-01,Adjustment,45,2026-06-27,PO-PROD-00124
TXN-002628,MAT-00078,PLT-IN-03,WH-07,Goods Issue,-165,2026-06-27,PO-PROD-00068
TXN-002135,MAT-00217,PLT-IN-03,WH-07,Goods Receipt,297,2026-06-27,PO-00037
TXN-000575,MAT-00456,PLT-DE-02,WH-04,Transfer,228,2026-06-27,PO-PROD-00194
TXN-002116,MAT-00198,PLT-US-01,WH-01,Goods Receipt,47,2026-06-27,PO-00057
TXN-002115,MAT-00479,PLT-US-01,WH-01,Goods Issue,-62,2026-06-27,PO-PROD-00018
TXN-002714,MAT-00301,PLT-US-01,WH-01,Goods Issue,-100,2026-06-27,PO-PROD-00055
TXN-000866,MAT-00145,PLT-DE-02,WH-04,Goods Receipt,128,2026-06-27,PO-00074
TXN-002749,MAT-00290,PLT-IN-03,WH-07,Goods Issue,-139,2026-06-27,PO-PROD-00084
TXN-001289,MAT-00088,PLT-DE-02,WH-04,Goods Receipt,170,2026-06-27,PO-00076
TXN-001539,MAT-00308,PLT-IN-03,WH-07,Goods Issue,-154,2026-06-27,PO-PROD-00006
TXN-000529,MAT-00404,PLT-DE-02,WH-04,Goods Receipt,122,2026-06-27,PO-00001
TXN-003066,MAT-00458,PLT-US-01,WH-01,Goods Receipt,42,2026-06-27,PO-00096
TXN-001073,MAT-00141,PLT-DE-02,WH-04,Goods Receipt,239,2026-06-27,PO-00034
TXN-002229,MAT-00195,PLT-US-01,WH-01,Goods Receipt,185,2026-06-27,PO-00115
TXN-002783,MAT-00055,PLT-DE-02,WH-04,Goods Receipt,220,2026-06-27,PO-00099
TXN-002560,MAT-00334,PLT-IN-03,WH-07,Goods Receipt,145,2026-06-27,PO-00058
TXN-001890,MAT-00038,PLT-US-01,WH-01,Goods Receipt,280,2026-06-27,PO-00051
TXN-001249,MAT-00475,PLT-DE-02,WH-04,Goods Issue,-236,2026-06-27,PO-PROD-00197
TXN-002804,MAT-00007,PLT-US-01,WH-01,Goods Receipt,81,2026-06-27,PO-00011
TXN-002337,MAT-00108,PLT-DE-02,WH-04,Goods Receipt,67,2026-06-27,PO-00089
TXN-003024,MAT-00205,PLT-US-01,WH-01,Goods Issue,-206,2026-06-27,PO-PROD-00116
TXN-001567,MAT-00174,PLT-IN-03,WH-07,Goods Receipt,198,2026-06-27,PO-00042
TXN-000251,MAT-00338,PLT-US-01,WH-01,Goods Issue,-55,2026-06-27,PO-PROD-00186
TXN-002359,MAT-00193,PLT-IN-03,WH-07,Goods Receipt,290,2026-06-27,PO-00023
TXN-000269,MAT-00464,PLT-IN-03,WH-07,Goods Receipt,10,2026-06-27,PO-00068
TXN-000026,MAT-00007,PLT-US-01,WH-01,Goods Receipt,73,2026-06-27,PO-00142
TXN-001750,MAT-00176,PLT-US-01,WH-01,Transfer,99,2026-06-28,PO-PROD-00151
TXN-000724,MAT-00184,PLT-IN-03,WH-07,Goods Issue,-163,2026-06-28,PO-PROD-00146
TXN-001841,MAT-00340,PLT-US-01,WH-01,Goods Receipt,223,2026-06-28,PO-00106
TXN-003052,MAT-00401,PLT-DE-02,WH-04,Goods Receipt,196,2026-06-28,PO-00089
TXN-001316,MAT-00131,PLT-DE-02,WH-04,Goods Issue,-76,2026-06-28,PO-PROD-00162
TXN-000003,MAT-00295,PLT-IN-03,WH-07,Goods Receipt,213,2026-06-28,PO-00070
TXN-000766,MAT-00269,PLT-US-01,WH-01,Goods Issue,-64,2026-06-28,PO-PROD-00125
TXN-002429,MAT-00222,PLT-DE-02,WH-04,Goods Issue,-5,2026-06-28,PO-PROD-00082
TXN-000899,MAT-00218,PLT-IN-03,WH-07,Adjustment,79,2026-06-28,PO-PROD-00211
TXN-001812,MAT-00174,PLT-IN-03,WH-07,Goods Issue,-63,2026-06-28,PO-PROD-00079
TXN-002032,MAT-00318,PLT-US-01,WH-01,Transfer,151,2026-06-28,PO-PROD-00029
TXN-001386,MAT-00068,PLT-IN-03,WH-07,Transfer,205,2026-06-28,PO-PROD-00164
TXN-002864,MAT-00129,PLT-US-01,WH-01,Goods Receipt,141,2026-06-28,PO-00153
TXN-001742,MAT-00120,PLT-DE-02,WH-04,Transfer,121,2026-06-28,PO-PROD-00148
TXN-000647,MAT-00088,PLT-DE-02,WH-04,Goods Issue,-79,2026-06-28,PO-PROD-00161
TXN-002397,MAT-00416,PLT-DE-02,WH-04,Goods Issue,-206,2026-06-28,PO-PROD-00178
TXN-003013,MAT-00120,PLT-DE-02,WH-04,Transfer,163,2026-06-28,PO-PROD-00200
TXN-001556,MAT-00345,PLT-DE-02,WH-04,Goods Issue,-138,2026-06-28,PO-PROD-00106
TXN-001878,MAT-00459,PLT-IN-03,WH-07,Transfer,50,2026-06-28,PO-PROD-00129
TXN-002918,MAT-00340,PLT-US-01,WH-01,Goods Issue,-236,2026-06-28,PO-PROD-00084
TXN-002304,MAT-00457,PLT-IN-03,WH-07,Goods Issue,-226,2026-06-28,PO-PROD-00022
TXN-000685,MAT-00194,PLT-IN-03,WH-07,Transfer,204,2026-06-28,PO-PROD-00154
TXN-000741,MAT-00143,PLT-US-01,WH-01,Goods Issue,-259,2026-06-28,PO-PROD-00056
TXN-002287,MAT-00341,PLT-IN-03,WH-07,Goods Issue,-294,2026-06-28,PO-PROD-00203
TXN-001860,MAT-00412,PLT-IN-03,WH-07,Goods Issue,-261,2026-06-28,PO-PROD-00184
TXN-001530,MAT-00026,PLT-US-01,WH-01,Goods Issue,-100,2026-06-28,PO-PROD-00047
TXN-003116,MAT-00348,PLT-IN-03,WH-07,Goods Issue,-275,2026-06-28,PO-PROD-00179
TXN-002299,MAT-00036,PLT-US-01,WH-01,Goods Receipt,177,2026-06-28,PO-00133
TXN-000649,MAT-00321,PLT-US-01,WH-01,Goods Issue,-230,2026-06-28,PO-PROD-00100
TXN-002742,MAT-00200,PLT-US-01,WH-01,Goods Receipt,84,2026-06-28,PO-00117
TXN-002015,MAT-00099,PLT-DE-02,WH-04,Goods Issue,-70,2026-06-29,PO-PROD-00096
TXN-000404,MAT-00282,PLT-DE-02,WH-04,Goods Issue,-288,2026-06-29,PO-PROD-00052
TXN-001998,MAT-00383,PLT-DE-02,WH-04,Goods Receipt,51,2026-06-29,PO-00036
TXN-001012,MAT-00401,PLT-DE-02,WH-04,Goods Receipt,251,2026-06-29,PO-00016
TXN-000955,MAT-00349,PLT-US-01,WH-01,Goods Receipt,193,2026-06-29,PO-00093
TXN-002563,MAT-00130,PLT-IN-03,WH-07,Goods Issue,-91,2026-06-29,PO-PROD-00068
TXN-001412,MAT-00392,PLT-DE-02,WH-04,Goods Receipt,49,2026-06-29,PO-00051
TXN-000168,MAT-00024,PLT-US-01,WH-01,Transfer,74,2026-06-29,PO-PROD-00136
TXN-000621,MAT-00472,PLT-IN-03,WH-07,Goods Issue,-267,2026-06-29,PO-PROD-00128
TXN-000136,MAT-00068,PLT-IN-03,WH-07,Goods Issue,-277,2026-06-29,PO-PROD-00181
TXN-001821,MAT-00377,PLT-DE-02,WH-04,Goods Issue,-181,2026-06-29,PO-PROD-00209
TXN-000358,MAT-00095,PLT-US-01,WH-01,Goods Issue,-41,2026-06-29,PO-PROD-00111
TXN-002318,MAT-00226,PLT-US-01,WH-01,Goods Receipt,181,2026-06-29,PO-00033
TXN-002307,MAT-00134,PLT-US-01,WH-01,Goods Issue,-238,2026-06-29,PO-PROD-00201
TXN-000681,MAT-00496,PLT-US-01,WH-01,Goods Issue,-208,2026-06-29,PO-PROD-00081
TXN-000757,MAT-00075,PLT-IN-03,WH-07,Goods Issue,-261,2026-06-29,PO-PROD-00170
TXN-002394,MAT-00363,PLT-IN-03,WH-07,Goods Receipt,151,2026-06-29,PO-00147
TXN-000370,MAT-00055,PLT-DE-02,WH-04,Goods Receipt,49,2026-06-29,PO-00047
TXN-003010,MAT-00298,PLT-US-01,WH-01,Transfer,120,2026-06-29,PO-PROD-00086
TXN-002189,MAT-00468,PLT-IN-03,WH-07,Transfer,175,2026-06-29,PO-PROD-00067
TXN-000377,MAT-00333,PLT-DE-02,WH-04,Goods Issue,-253,2026-06-29,PO-PROD-00112
TXN-002750,MAT-00329,PLT-IN-03,WH-07,Goods Receipt,63,2026-06-29,PO-00127
TXN-002489,MAT-00091,PLT-US-01,WH-01,Goods Issue,-199,2026-06-29,PO-PROD-00111
TXN-000822,MAT-00295,PLT-IN-03,WH-07,Goods Issue,-165,2026-06-29,PO-PROD-00176
TXN-000215,MAT-00065,PLT-US-01,WH-01,Goods Receipt,59,2026-06-29,PO-00112
TXN-001109,MAT-00222,PLT-DE-02,WH-04,Goods Issue,-84,2026-06-29,PO-PROD-00189
TXN-000144,MAT-00185,PLT-IN-03,WH-07,Goods Receipt,151,2026-06-29,PO-00151
TXN-002874,MAT-00038,PLT-US-01,WH-01,Adjustment,194,2026-06-29,PO-PROD-00217
TXN-002082,MAT-00118,PLT-US-01,WH-01,Goods Issue,-252,2026-06-29,PO-PROD-00143
TXN-001779,MAT-00426,PLT-DE-02,WH-04,Goods Receipt,285,2026-06-29,PO-00073
TXN-001092,MAT-00013,PLT-DE-02,WH-04,Goods Receipt,49,2026-06-29,PO-00144
TXN-000009,MAT-00419,PLT-DE-02,WH-04,Goods Receipt,268,2026-06-29,PO-00133
TXN-002705,MAT-00341,PLT-IN-03,WH-07,Transfer,268,2026-06-29,PO-PROD-00090
TXN-001808,MAT-00384,PLT-IN-03,WH-07,Adjustment,246,2026-06-29,PO-PROD-00081
TXN-000442,MAT-00464,PLT-IN-03,WH-07,Goods Issue,-229,2026-06-29,PO-PROD-00165
TXN-001259,MAT-00363,PLT-IN-03,WH-07,Goods Receipt,95,2026-06-29,PO-00118
TXN-001322,MAT-00190,PLT-US-01,WH-01,Goods Issue,-144,2026-06-29,PO-PROD-00129
TXN-002830,MAT-00284,PLT-DE-02,WH-04,Goods Issue,-69,2026-06-30,PO-PROD-00165
TXN-002733,MAT-00031,PLT-DE-02,WH-04,Goods Receipt,163,2026-06-30,PO-00151
TXN-002645,MAT-00373,PLT-DE-02,WH-04,Goods Receipt,178,2026-06-30,PO-00080
TXN-000001,MAT-00358,PLT-DE-02,WH-04,Goods Issue,-20,2026-06-30,PO-PROD-00185
TXN-001317,MAT-00244,PLT-DE-02,WH-04,Goods Issue,-182,2026-06-30,PO-PROD-00121
TXN-001389,MAT-00012,PLT-IN-03,WH-07,Goods Issue,-184,2026-06-30,PO-PROD-00179
TXN-001186,MAT-00279,PLT-DE-02,WH-04,Transfer,206,2026-06-30,PO-PROD-00007
TXN-002444,MAT-00241,PLT-DE-02,WH-04,Goods Receipt,140,2026-06-30,PO-00099
TXN-001444,MAT-00379,PLT-IN-03,WH-07,Goods Issue,-72,2026-06-30,PO-PROD-00181
TXN-001445,MAT-00489,PLT-DE-02,WH-04,Goods Issue,-56,2026-06-30,PO-PROD-00186
TXN-001562,MAT-00131,PLT-US-01,WH-01,Goods Issue,-60,2026-06-30,PO-PROD-00045
TXN-001099,MAT-00004,PLT-US-01,WH-01,Adjustment,142,2026-06-30,PO-PROD-00015
TXN-001014,MAT-00319,PLT-IN-03,WH-07,Goods Receipt,44,2026-06-30,PO-00056
TXN-001008,MAT-00072,PLT-US-01,WH-01,Goods Issue,-243,2026-06-30,PO-PROD-00065
TXN-000388,MAT-00485,PLT-IN-03,WH-07,Transfer,181,2026-06-30,PO-PROD-00204
TXN-000272,MAT-00370,PLT-IN-03,WH-07,Goods Receipt,203,2026-06-30,PO-00117
TXN-000845,MAT-00307,PLT-US-01,WH-01,Goods Issue,-16,2026-06-30,PO-PROD-00219
TXN-000023,MAT-00322,PLT-DE-02,WH-04,Goods Issue,-108,2026-06-30,PO-PROD-00089
TXN-001697,MAT-00119,PLT-IN-03,WH-07,Goods Receipt,186,2026-06-30,PO-00086
TXN-000779,MAT-00354,PLT-IN-03,WH-07,Goods Receipt,235,2026-06-30,PO-00017
TXN-001856,MAT-00258,PLT-US-01,WH-01,Transfer,80,2026-06-30,PO-PROD-00033
TXN-000608,MAT-00187,PLT-DE-02,WH-04,Goods Receipt,166,2026-06-30,PO-00073
TXN-000668,MAT-00206,PLT-IN-03,WH-07,Goods Issue,-158,2026-06-30,PO-PROD-00038
TXN-001959,MAT-00313,PLT-US-01,WH-01,Goods Issue,-169,2026-06-30,PO-PROD-00161
TXN-002044,MAT-00480,PLT-IN-03,WH-07,Adjustment,42,2026-06-30,PO-PROD-00101
TXN-002109,MAT-00162,PLT-US-01,WH-01,Goods Receipt,60,2026-06-30,PO-00009
TXN-002117,MAT-00459,PLT-IN-03,WH-07,Goods Issue,-278,2026-06-30,PO-PROD-00060
TXN-000573,MAT-00171,PLT-US-01,WH-01,Goods Issue,-130,2026-06-30,PO-PROD-00121
TXN-001789,MAT-00276,PLT-US-01,WH-01,Goods Issue,-47,2026-07-01,PO-PROD-00014
TXN-002409,MAT-00340,PLT-US-01,WH-01,Goods Issue,-53,2026-07-01,PO-PROD-00135
TXN-002862,MAT-00222,PLT-DE-02,WH-04,Goods Issue,-232,2026-07-01,PO-PROD-00160
TXN-000143,MAT-00355,PLT-IN-03,WH-07,Goods Issue,-246,2026-07-01,PO-PROD-00096
TXN-002851,MAT-00029,PLT-IN-03,WH-07,Goods Issue,-227,2026-07-01,PO-PROD-00169
TXN-001520,MAT-00432,PLT-DE-02,WH-04,Goods Receipt,241,2026-07-01,PO-00136
TXN-001728,MAT-00337,PLT-DE-02,WH-04,Goods Receipt,19,2026-07-01,PO-00055
TXN-000193,MAT-00114,PLT-US-01,WH-01,Goods Issue,-157,2026-07-01,PO-PROD-00185
TXN-000625,MAT-00311,PLT-IN-03,WH-07,Goods Issue,-51,2026-07-01,PO-PROD-00110
TXN-001632,MAT-00207,PLT-DE-02,WH-04,Goods Issue,-108,2026-07-01,PO-PROD-00027
TXN-001654,MAT-00415,PLT-IN-03,WH-07,Goods Issue,-36,2026-07-01,PO-PROD-00109
TXN-001880,MAT-00009,PLT-US-01,WH-01,Goods Issue,-211,2026-07-01,PO-PROD-00127
TXN-000337,MAT-00432,PLT-IN-03,WH-07,Transfer,269,2026-07-01,PO-PROD-00166
TXN-002885,MAT-00085,PLT-IN-03,WH-07,Goods Receipt,144,2026-07-01,PO-00149
TXN-002210,MAT-00307,PLT-US-01,WH-01,Goods Issue,-90,2026-07-01,PO-PROD-00173
TXN-000408,MAT-00490,PLT-DE-02,WH-04,Goods Issue,-29,2026-07-01,PO-PROD-00154
TXN-000093,MAT-00406,PLT-IN-03,WH-07,Goods Issue,-148,2026-07-01,PO-PROD-00096
TXN-000930,MAT-00337,PLT-DE-02,WH-04,Goods Receipt,32,2026-07-01,PO-00123
TXN-000756,MAT-00283,PLT-IN-03,WH-07,Goods Receipt,250,2026-07-01,PO-00101
TXN-002511,MAT-00308,PLT-IN-03,WH-07,Adjustment,177,2026-07-01,PO-PROD-00052
TXN-000507,MAT-00478,PLT-DE-02,WH-04,Goods Receipt,58,2026-07-01,PO-00152
TXN-000458,MAT-00056,PLT-DE-02,WH-04,Goods Issue,-119,2026-07-01,PO-PROD-00082
TXN-000571,MAT-00461,PLT-US-01,WH-01,Transfer,222,2026-07-01,PO-PROD-00181
TXN-000751,MAT-00456,PLT-DE-02,WH-04,Goods Receipt,223,2026-07-01,PO-00105
TXN-001155,MAT-00041,PLT-IN-03,WH-07,Goods Issue,-45,2026-07-01,PO-PROD-00180
TXN-001160,MAT-00002,PLT-US-01,WH-01,Adjustment,232,2026-07-01,PO-PROD-00151
TXN-000582,MAT-00421,PLT-DE-02,WH-04,Goods Issue,-125,2026-07-01,PO-PROD-00144
TXN-000041,MAT-00266,PLT-US-01,WH-01,Goods Issue,-218,2026-07-01,PO-PROD-00198
TXN-000740,MAT-00464,PLT-IN-03,WH-07,Transfer,244,2026-07-01,PO-PROD-00130
TXN-000556,MAT-00162,PLT-US-01,WH-01,Adjustment,22,2026-07-01,PO-PROD-00169
TXN-001748,MAT-00185,PLT-IN-03,WH-07,Goods Issue,-128,2026-07-02,PO-PROD-00095
TXN-003018,MAT-00068,PLT-IN-03,WH-07,Goods Receipt,285,2026-07-02,PO-00011
TXN-002118,MAT-00038,PLT-US-01,WH-01,Goods Issue,-229,2026-07-02,PO-PROD-00039
TXN-002999,MAT-00385,PLT-DE-02,WH-04,Goods Receipt,29,2026-07-02,PO-00137
TXN-000689,MAT-00290,PLT-IN-03,WH-07,Transfer,6,2026-07-02,PO-PROD-00146
TXN-002208,MAT-00005,PLT-DE-02,WH-04,Goods Issue,-195,2026-07-02,PO-PROD-00070
TXN-001781,MAT-00195,PLT-US-01,WH-01,Goods Receipt,150,2026-07-02,PO-00089
TXN-001670,MAT-00217,PLT-IN-03,WH-07,Goods Receipt,250,2026-07-02,PO-00066
TXN-000912,MAT-00460,PLT-US-01,WH-01,Goods Issue,-158,2026-07-02,PO-PROD-00005
TXN-000284,MAT-00377,PLT-DE-02,WH-04,Goods Issue,-286,2026-07-02,PO-PROD-00053
TXN-000942,MAT-00433,PLT-US-01,WH-01,Goods Issue,-206,2026-07-02,PO-PROD-00190
TXN-001598,MAT-00308,PLT-IN-03,WH-07,Goods Issue,-92,2026-07-02,PO-PROD-00029
TXN-002818,MAT-00368,PLT-DE-02,WH-04,Goods Issue,-257,2026-07-02,PO-PROD-00066
TXN-001129,MAT-00105,PLT-DE-02,WH-04,Goods Issue,-138,2026-07-02,PO-PROD-00200
TXN-001484,MAT-00119,PLT-IN-03,WH-07,Goods Receipt,274,2026-07-02,PO-00150
TXN-001477,MAT-00038,PLT-US-01,WH-01,Goods Issue,-156,2026-07-02,PO-PROD-00085
TXN-001169,MAT-00449,PLT-US-01,WH-01,Goods Issue,-54,2026-07-02,PO-PROD-00020
TXN-001172,MAT-00398,PLT-DE-02,WH-04,Goods Issue,-43,2026-07-02,PO-PROD-00019
TXN-001176,MAT-00191,PLT-IN-03,WH-07,Goods Receipt,79,2026-07-02,PO-00132
TXN-003102,MAT-00012,PLT-IN-03,WH-07,Adjustment,207,2026-07-02,PO-PROD-00173
TXN-000901,MAT-00276,PLT-US-01,WH-01,Goods Receipt,183,2026-07-02,PO-00043
TXN-001600,MAT-00190,PLT-US-01,WH-01,Goods Receipt,254,2026-07-02,PO-00005
TXN-000624,MAT-00260,PLT-DE-02,WH-04,Goods Receipt,209,2026-07-02,PO-00090
TXN-002411,MAT-00123,PLT-US-01,WH-01,Goods Receipt,82,2026-07-02,PO-00133
TXN-000095,MAT-00155,PLT-IN-03,WH-07,Goods Receipt,258,2026-07-02,PO-00018
TXN-002424,MAT-00498,PLT-IN-03,WH-07,Goods Receipt,223,2026-07-02,PO-00112
TXN-002334,MAT-00368,PLT-DE-02,WH-04,Adjustment,176,2026-07-02,PO-PROD-00044
TXN-000024,MAT-00389,PLT-US-01,WH-01,Goods Issue,-46,2026-07-02,PO-PROD-00193
TXN-003126,MAT-00244,PLT-DE-02,WH-04,Goods Receipt,150,2026-07-03,PO-00070
TXN-002598,MAT-00161,PLT-IN-03,WH-07,Goods Issue,-299,2026-07-03,PO-PROD-00116
TXN-002647,MAT-00095,PLT-US-01,WH-01,Goods Receipt,164,2026-07-03,PO-00122
TXN-000290,MAT-00456,PLT-DE-02,WH-04,Goods Issue,-243,2026-07-03,PO-PROD-00039
TXN-002795,MAT-00342,PLT-IN-03,WH-07,Goods Receipt,232,2026-07-03,PO-00146
TXN-003131,MAT-00200,PLT-US-01,WH-01,Goods Receipt,97,2026-07-03,PO-00152
TXN-002510,MAT-00042,PLT-IN-03,WH-07,Goods Receipt,164,2026-07-03,PO-00141
TXN-001686,MAT-00370,PLT-IN-03,WH-07,Goods Issue,-166,2026-07-03,PO-PROD-00141
TXN-002820,MAT-00421,PLT-DE-02,WH-04,Transfer,108,2026-07-03,PO-PROD-00143
TXN-002813,MAT-00313,PLT-IN-03,WH-07,Goods Receipt,10,2026-07-03,PO-00036
TXN-001761,MAT-00067,PLT-IN-03,WH-07,Goods Receipt,185,2026-07-03,PO-00138
TXN-003008,MAT-00049,PLT-US-01,WH-01,Adjustment,284,2026-07-03,PO-PROD-00024
TXN-001767,MAT-00351,PLT-IN-03,WH-07,Goods Issue,-117,2026-07-03,PO-PROD-00176
TXN-001824,MAT-00394,PLT-IN-03,WH-07,Goods Issue,-213,2026-07-03,PO-PROD-00103
TXN-000897,MAT-00045,PLT-DE-02,WH-04,Goods Issue,-73,2026-07-03,PO-PROD-00180
TXN-002273,MAT-00340,PLT-US-01,WH-01,Transfer,245,2026-07-03,PO-PROD-00107
TXN-000089,MAT-00358,PLT-DE-02,WH-04,Goods Receipt,98,2026-07-03,PO-00105
